T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2014-2015,,,,,,,
,,,,,,,
Year,Region,County Name,District Name,District Number,Charter Status,Gender,Enrollment
2014-2015,06,BRAZOS COUNTY,BRAZOS SCHOOL FOR INQUIRY & CREATI,021803,OPEN ENROLLMENT CHARTER,Male,219
2014-2015,04,BRAZORIA COUNTY,BRAZOSPORT ISD,020905,TRADITIONAL ISD/CSD,Female,6007
2014-2015,04,BRAZORIA COUNTY,BRAZOSPORT ISD,020905,TRADITIONAL ISD/CSD,Male,6404
2014-2015,14,STEPHENS COUNTY,BRECKENRIDGE ISD,215901,TRADITIONAL ISD/CSD,Female,713
2014-2015,14,STEPHENS COUNTY,BRECKENRIDGE ISD,215901,TRADITIONAL ISD/CSD,Male,759
2014-2015,06,ROBERTSON COUNTY,BREMOND ISD,198901,TRADITIONAL ISD/CSD,Female,214
2014-2015,06,ROBERTSON COUNTY,BREMOND ISD,198901,TRADITIONAL ISD/CSD,Male,232
2014-2015,06,WASHINGTON COUNTY,BRENHAM ISD,239901,TRADITIONAL ISD/CSD,Female,2299
2014-2015,06,WASHINGTON COUNTY,BRENHAM ISD,239901,TRADITIONAL ISD/CSD,Male,2594
2014-2015,05,ORANGE COUNTY,BRIDGE CITY ISD,181901,TRADITIONAL ISD/CSD,Female,1376
2014-2015,05,ORANGE COUNTY,BRIDGE CITY ISD,181901,TRADITIONAL ISD/CSD,Male,1442
2014-2015,11,WISE COUNTY,BRIDGEPORT ISD,249903,TRADITIONAL ISD/CSD,Female,993
2014-2015,11,WISE COUNTY,BRIDGEPORT ISD,249903,TRADITIONAL ISD/CSD,Male,1090
2014-2015,09,WICHITA COUNTY,BRIGHT IDEAS CHARTER,243801,OPEN ENROLLMENT CHARTER,Female,67
2014-2015,09,WICHITA COUNTY,BRIGHT IDEAS CHARTER,243801,OPEN ENROLLMENT CHARTER,Male,48
2014-2015,07,SAN AUGUSTINE COUNTY,BROADDUS ISD,203902,TRADITIONAL ISD/CSD,Female,195
2014-2015,07,SAN AUGUSTINE COUNTY,BROADDUS ISD,203902,TRADITIONAL ISD/CSD,Male,224
2014-2015,11,PARKER COUNTY,BROCK ISD,184909,TRADITIONAL ISD/CSD,Female,566
2014-2015,11,PARKER COUNTY,BROCK ISD,184909,TRADITIONAL ISD/CSD,Male,609
2014-2015,15,COKE COUNTY,BRONTE ISD,041901,TRADITIONAL ISD/CSD,Female,145
2014-2015,15,COKE COUNTY,BRONTE ISD,041901,TRADITIONAL ISD/CSD,Male,129
2014-2015,05,JASPER COUNTY,BROOKELAND ISD,121902,TRADITIONAL ISD/CSD,Female,215
2014-2015,05,JASPER COUNTY,BROOKELAND ISD,121902,TRADITIONAL ISD/CSD,Male,204
2014-2015,15,BROWN COUNTY,BROOKESMITH ISD,025908,TRADITIONAL ISD/CSD,Female,98
2014-2015,15,BROWN COUNTY,BROOKESMITH ISD,025908,TRADITIONAL ISD/CSD,Male,83
2014-2015,20,BEXAR COUNTY,BROOKS ACADEMY OF SCIENCE AND ENGI,015830,OPEN ENROLLMENT CHARTER,Female,849
2014-2015,20,BEXAR COUNTY,BROOKS ACADEMY OF SCIENCE AND ENGI,015830,OPEN ENROLLMENT CHARTER,Male,928
2014-2015,02,BROOKS COUNTY,BROOKS COUNTY ISD,024901,TRADITIONAL ISD/CSD,Female,742
2014-2015,02,BROOKS COUNTY,BROOKS COUNTY ISD,024901,TRADITIONAL ISD/CSD,Male,797
2014-2015,17,TERRY COUNTY,BROWNFIELD ISD,223901,TRADITIONAL ISD/CSD,Female,882
2014-2015,17,TERRY COUNTY,BROWNFIELD ISD,223901,TRADITIONAL ISD/CSD,Male,934
2014-2015,07,HENDERSON COUNTY,BROWNSBORO ISD,107902,TRADITIONAL ISD/CSD,Female,1293
2014-2015,07,HENDERSON COUNTY,BROWNSBORO ISD,107902,TRADITIONAL ISD/CSD,Male,1369
2014-2015,01,CAMERON COUNTY,BROWNSVILLE ISD,031901,TRADITIONAL ISD/CSD,Female,23547
2014-2015,01,CAMERON COUNTY,BROWNSVILLE ISD,031901,TRADITIONAL ISD/CSD,Male,24808
2014-2015,15,BROWN COUNTY,BROWNWOOD ISD,025902,TRADITIONAL ISD/CSD,Female,1763
2014-2015,15,BROWN COUNTY,BROWNWOOD ISD,025902,TRADITIONAL ISD/CSD,Male,1835
2014-2015,12,MCLENNAN COUNTY,BRUCEVILLE-EDDY ISD,161919,TRADITIONAL ISD/CSD,Female,394
2014-2015,12,MCLENNAN COUNTY,BRUCEVILLE-EDDY ISD,161919,TRADITIONAL ISD/CSD,Male,387
2014-2015,06,BRAZOS COUNTY,BRYAN ISD,021902,TRADITIONAL ISD/CSD,Female,7803
2014-2015,06,BRAZOS COUNTY,BRYAN ISD,021902,TRADITIONAL ISD/CSD,Male,8181
2014-2015,09,JACK COUNTY,BRYSON ISD,119901,TRADITIONAL ISD/CSD,Female,143
2014-2015,09,JACK COUNTY,BRYSON ISD,119901,TRADITIONAL ISD/CSD,Male,129
2014-2015,06,MILAM COUNTY,BUCKHOLTS ISD,166907,TRADITIONAL ISD/CSD,Female,77
2014-2015,06,MILAM COUNTY,BUCKHOLTS ISD,166907,TRADITIONAL ISD/CSD,Male,99
2014-2015,18,PECOS COUNTY,BUENA VISTA ISD,186901,TRADITIONAL ISD/CSD,Female,97
2014-2015,18,PECOS COUNTY,BUENA VISTA ISD,186901,TRADITIONAL ISD/CSD,Male,80
2014-2015,06,LEON COUNTY,BUFFALO ISD,145901,TRADITIONAL ISD/CSD,Female,448
2014-2015,06,LEON COUNTY,BUFFALO ISD,145901,TRADITIONAL ISD/CSD,Male,505
2014-2015,07,SMITH COUNTY,BULLARD ISD,212902,TRADITIONAL ISD/CSD,Female,1171
2014-2015,07,SMITH COUNTY,BULLARD ISD,212902,TRADITIONAL ISD/CSD,Male,1282
2014-2015,05,JASPER COUNTY,BUNA ISD,121903,TRADITIONAL ISD/CSD,Female,717
2014-2015,05,JASPER COUNTY,BUNA ISD,121903,TRADITIONAL ISD/CSD,Male,745
2014-2015,09,WICHITA COUNTY,BURKBURNETT ISD,243901,TRADITIONAL ISD/CSD,Female,1663
2014-2015,09,WICHITA COUNTY,BURKBURNETT ISD,243901,TRADITIONAL ISD/CSD,Male,1701
2014-2015,05,NEWTON COUNTY,BURKEVILLE ISD,176901,TRADITIONAL ISD/CSD,Female,144
2014-2015,05,NEWTON COUNTY,BURKEVILLE ISD,176901,TRADITIONAL ISD/CSD,Male,149
2014-2015,11,JOHNSON COUNTY,BURLESON ISD,126902,TRADITIONAL ISD/CSD,Female,5242
2014-2015,11,JOHNSON COUNTY,BURLESON ISD,126902,TRADITIONAL ISD/CSD,Male,5741
2014-2015,13,BURNET COUNTY,BURNET CISD,027903,TRADITIONAL ISD/CSD,Female,1505
2014-2015,13,BURNET COUNTY,BURNET CISD,027903,TRADITIONAL ISD/CSD,Male,1635
2014-2015,19,EL PASO COUNTY,BURNHAM WOOD CHARTER SCHOOL DISTRI,071801,OPEN ENROLLMENT CHARTER,Female,494
2014-2015,19,EL PASO COUNTY,BURNHAM WOOD CHARTER SCHOOL DISTRI,071801,OPEN ENROLLMENT CHARTER,Male,474
2014-2015,06,WASHINGTON COUNTY,BURTON ISD,239903,TRADITIONAL ISD/CSD,Female,185
2014-2015,06,WASHINGTON COUNTY,BURTON ISD,239903,TRADITIONAL ISD/CSD,Male,203
2014-2015,16,POTTER COUNTY,BUSHLAND ISD,188904,TRADITIONAL ISD/CSD,Female,742
2014-2015,16,POTTER COUNTY,BUSHLAND ISD,188904,TRADITIONAL ISD/CSD,Male,752
2014-2015,12,HILL COUNTY,BYNUM ISD,109902,TRADITIONAL ISD/CSD,Female,92
2014-2015,12,HILL COUNTY,BYNUM ISD,109902,TRADITIONAL ISD/CSD,Male,116
2014-2015,04,HARRIS COUNTY,C O R E ACADEMY,101869,OPEN ENROLLMENT CHARTER,Female,180
2014-2015,04,HARRIS COUNTY,C O R E ACADEMY,101869,OPEN ENROLLMENT CHARTER,Male,163
2014-2015,10,HUNT COUNTY,CADDO MILLS ISD,116901,TRADITIONAL ISD/CSD,Female,779
2014-2015,10,HUNT COUNTY,CADDO MILLS ISD,116901,TRADITIONAL ISD/CSD,Male,814
2014-2015,02,NUECES COUNTY,CALALLEN ISD,178903,TRADITIONAL ISD/CSD,Female,1908
2014-2015,02,NUECES COUNTY,CALALLEN ISD,178903,TRADITIONAL ISD/CSD,Male,2104
2014-2015,06,BURLESON COUNTY,CALDWELL ISD,026901,TRADITIONAL ISD/CSD,Female,845
2014-2015,06,BURLESON COUNTY,CALDWELL ISD,026901,TRADITIONAL ISD/CSD,Male,928
2014-2015,03,CALHOUN COUNTY,CALHOUN COUNTY ISD,029901,TRADITIONAL ISD/CSD,Female,2049
2014-2015,03,CALHOUN COUNTY,CALHOUN COUNTY ISD,029901,TRADITIONAL ISD/CSD,Male,2175
2014-2015,11,COOKE COUNTY,CALLISBURG ISD,049905,TRADITIONAL ISD/CSD,Female,579
2014-2015,11,COOKE COUNTY,CALLISBURG ISD,049905,TRADITIONAL ISD/CSD,Male,567
2014-2015,06,ROBERTSON COUNTY,CALVERT ISD,198902,TRADITIONAL ISD/CSD,Female,82
2014-2015,06,ROBERTSON COUNTY,CALVERT ISD,198902,TRADITIONAL ISD/CSD,Male,87
2014-2015,04,HARRIS COUNTY,CALVIN NELMS CHARTER SCHOOLS,101837,OPEN ENROLLMENT CHARTER,Female,186
2014-2015,04,HARRIS COUNTY,CALVIN NELMS CHARTER SCHOOLS,101837,OPEN ENROLLMENT CHARTER,Male,117
2014-2015,06,MILAM COUNTY,CAMERON ISD,166901,TRADITIONAL ISD/CSD,Female,832
2014-2015,06,MILAM COUNTY,CAMERON ISD,166901,TRADITIONAL ISD/CSD,Male,852
2014-2015,10,HUNT COUNTY,CAMPBELL ISD,116910,TRADITIONAL ISD/CSD,Female,187
2014-2015,10,HUNT COUNTY,CAMPBELL ISD,116910,TRADITIONAL ISD/CSD,Male,190
2014-2015,16,HEMPHILL COUNTY,CANADIAN ISD,106901,TRADITIONAL ISD/CSD,Female,527
2014-2015,16,HEMPHILL COUNTY,CANADIAN ISD,106901,TRADITIONAL ISD/CSD,Male,523
2014-2015,10,VAN ZANDT COUNTY,CANTON ISD,234902,TRADITIONAL ISD/CSD,Female,1000
2014-2015,10,VAN ZANDT COUNTY,CANTON ISD,234902,TRADITIONAL ISD/CSD,Male,1062
2014-2015,19,EL PASO COUNTY,CANUTILLO ISD,071907,TRADITIONAL ISD/CSD,Female,2861
2014-2015,19,EL PASO COUNTY,CANUTILLO ISD,071907,TRADITIONAL ISD/CSD,Male,3030
2014-2015,16,RANDALL COUNTY,CANYON ISD,191901,TRADITIONAL ISD/CSD,Female,4489
2014-2015,16,RANDALL COUNTY,CANYON ISD,191901,TRADITIONAL ISD/CSD,Male,4930
2014-2015,07,RUSK COUNTY,CARLISLE ISD,201913,TRADITIONAL ISD/CSD,Female,328
2014-2015,07,RUSK COUNTY,CARLISLE ISD,201913,TRADITIONAL ISD/CSD,Male,333
2014-2015,20,DIMMIT COUNTY,CARRIZO SPRINGS CISD,064903,TRADITIONAL ISD/CSD,Female,1233
2014-2015,20,DIMMIT COUNTY,CARRIZO SPRINGS CISD,064903,TRADITIONAL ISD/CSD,Male,1216
2014-2015,11,TARRANT COUNTY,CARROLL ISD,220919,TRADITIONAL ISD/CSD,Female,3775
2014-2015,11,TARRANT COUNTY,CARROLL ISD,220919,TRADITIONAL ISD/CSD,Male,4109
2014-2015,10,DALLAS COUNTY,CARROLLTON-FARMERS BRANCH ISD,057903,TRADITIONAL ISD/CSD,Female,12709
2014-2015,10,DALLAS COUNTY,CARROLLTON-FARMERS BRANCH ISD,057903,TRADITIONAL ISD/CSD,Male,13501
2014-2015,07,PANOLA COUNTY,CARTHAGE ISD,183902,TRADITIONAL ISD/CSD,Female,1279
2014-2015,07,PANOLA COUNTY,CARTHAGE ISD,183902,TRADITIONAL ISD/CSD,Male,1440
2014-2015,11,TARRANT COUNTY,CASTLEBERRY ISD,220917,TRADITIONAL ISD/CSD,Female,1968
2014-2015,11,TARRANT COUNTY,CASTLEBERRY ISD,220917,TRADITIONAL ISD/CSD,Male,2108
2014-2015,07,ANDERSON COUNTY,CAYUGA ISD,001902,TRADITIONAL ISD/CSD,Female,285
2014-2015,07,ANDERSON COUNTY,CAYUGA ISD,001902,TRADITIONAL ISD/CSD,Male,292
2014-2015,10,DALLAS COUNTY,CEDAR HILL ISD,057904,TRADITIONAL ISD/CSD,Female,3820
2014-2015,10,DALLAS COUNTY,CEDAR HILL ISD,057904,TRADITIONAL ISD/CSD,Male,4063
2014-2015,13,TRAVIS COUNTY,CEDARS INTERNATIONAL ACADEMY,227817,OPEN ENROLLMENT CHARTER,Female,192
2014-2015,13,TRAVIS COUNTY,CEDARS INTERNATIONAL ACADEMY,227817,OPEN ENROLLMENT CHARTER,Male,200
2014-2015,10,HUNT COUNTY,CELESTE ISD,116902,TRADITIONAL ISD/CSD,Female,214
2014-2015,10,HUNT COUNTY,CELESTE ISD,116902,TRADITIONAL ISD/CSD,Male,239
2014-2015,10,COLLIN COUNTY,CELINA ISD,043903,TRADITIONAL ISD/CSD,Female,1049
2014-2015,10,COLLIN COUNTY,CELINA ISD,043903,TRADITIONAL ISD/CSD,Male,1152
2014-2015,07,SHELBY COUNTY,CENTER ISD,210901,TRADITIONAL ISD/CSD,Female,1349
2014-2015,07,SHELBY COUNTY,CENTER ISD,210901,TRADITIONAL ISD/CSD,Male,1438
2014-2015,20,KERR COUNTY,CENTER POINT ISD,133901,TRADITIONAL ISD/CSD,Female,290
2014-2015,20,KERR COUNTY,CENTER POINT ISD,133901,TRADITIONAL ISD/CSD,Male,303
2014-2015,06,LEON COUNTY,CENTERVILLE ISD,145902,TRADITIONAL ISD/CSD,Female,338
2014-2015,06,TRINITY COUNTY,CENTERVILLE ISD,228904,TRADITIONAL ISD/CSD,Female,50
2014-2015,06,LEON COUNTY,CENTERVILLE ISD,145902,TRADITIONAL ISD/CSD,Male,362
2014-2015,06,TRINITY COUNTY,CENTERVILLE ISD,228904,TRADITIONAL ISD/CSD,Male,73
2014-2015,07,NACOGDOCHES COUNTY,CENTRAL HEIGHTS ISD,174908,TRADITIONAL ISD/CSD,Female,574
2014-2015,07,NACOGDOCHES COUNTY,CENTRAL HEIGHTS ISD,174908,TRADITIONAL ISD/CSD,Male,578
2014-2015,07,ANGELINA COUNTY,CENTRAL ISD,003907,TRADITIONAL ISD/CSD,Female,759
2014-2015,07,ANGELINA COUNTY,CENTRAL ISD,003907,TRADITIONAL ISD/CSD,Male,820
2014-2015,04,HARRIS COUNTY,CHANNELVIEW ISD,101905,TRADITIONAL ISD/CSD,Female,4373
2014-2015,04,HARRIS COUNTY,CHANNELVIEW ISD,101905,TRADITIONAL ISD/CSD,Male,4760
2014-2015,16,HARTLEY COUNTY,CHANNING ISD,103901,TRADITIONAL ISD/CSD,Female,76
2014-2015,16,HARTLEY COUNTY,CHANNING ISD,103901,TRADITIONAL ISD/CSD,Male,76
2014-2015,13,TRAVIS COUNTY,CHAPARRAL STAR ACADEMY,227814,OPEN ENROLLMENT CHARTER,Female,209
2014-2015,13,TRAVIS COUNTY,CHAPARRAL STAR ACADEMY,227814,OPEN ENROLLMENT CHARTER,Male,153
2014-2015,11,TARRANT COUNTY,CHAPEL HILL ACADEMY,220815,OPEN ENROLLMENT CHARTER,Female,253
2014-2015,11,TARRANT COUNTY,CHAPEL HILL ACADEMY,220815,OPEN ENROLLMENT CHARTER,Male,254
2014-2015,07,SMITH COUNTY,CHAPEL HILL ISD,212909,TRADITIONAL ISD/CSD,Female,1752
2014-2015,08,TITUS COUNTY,CHAPEL HILL ISD,225906,TRADITIONAL ISD/CSD,Female,503
2014-2015,07,SMITH COUNTY,CHAPEL HILL ISD,212909,TRADITIONAL ISD/CSD,Male,1788
2014-2015,08,TITUS COUNTY,CHAPEL HILL ISD,225906,TRADITIONAL ISD/CSD,Male,499
2014-2015,20,ATASCOSA COUNTY,CHARLOTTE ISD,007901,TRADITIONAL ISD/CSD,Female,240
2014-2015,20,ATASCOSA COUNTY,CHARLOTTE ISD,007901,TRADITIONAL ISD/CSD,Male,274
2014-2015,15,SAN SABA COUNTY,CHEROKEE ISD,206903,TRADITIONAL ISD/CSD,Female,53
2014-2015,15,SAN SABA COUNTY,CHEROKEE ISD,206903,TRADITIONAL ISD/CSD,Male,60
2014-2015,05,TYLER COUNTY,CHESTER ISD,229906,TRADITIONAL ISD/CSD,Female,83
2014-2015,05,TYLER COUNTY,CHESTER ISD,229906,TRADITIONAL ISD/CSD,Male,92
2014-2015,11,WISE COUNTY,CHICO ISD,249904,TRADITIONAL ISD/CSD,Female,298
2014-2015,11,WISE COUNTY,CHICO ISD,249904,TRADITIONAL ISD/CSD,Male,306
2014-2015,10,DALLAS COUNTY,CHILDREN FIRST ACADEMY OF DALLAS,057811,OPEN ENROLLMENT CHARTER,Female,364
2014-2015,10,DALLAS COUNTY,CHILDREN FIRST ACADEMY OF DALLAS,057811,OPEN ENROLLMENT CHARTER,Male,352
2014-2015,16,CHILDRESS COUNTY,CHILDRESS ISD,038901,TRADITIONAL ISD/CSD,Female,545
2014-2015,16,CHILDRESS COUNTY,CHILDRESS ISD,038901,TRADITIONAL ISD/CSD,Male,607
2014-2015,09,HARDEMAN COUNTY,CHILLICOTHE ISD,099902,TRADITIONAL ISD/CSD,Female,88
2014-2015,09,HARDEMAN COUNTY,CHILLICOTHE ISD,099902,TRADITIONAL ISD/CSD,Male,95
2014-2015,12,FALLS COUNTY,CHILTON ISD,073901,TRADITIONAL ISD/CSD,Female,233
2014-2015,12,FALLS COUNTY,CHILTON ISD,073901,TRADITIONAL ISD/CSD,Male,261
2014-2015,12,MCLENNAN COUNTY,CHINA SPRING ISD,161920,TRADITIONAL ISD/CSD,Female,1159
2014-2015,12,MCLENNAN COUNTY,CHINA SPRING ISD,161920,TRADITIONAL ISD/CSD,Male,1304
2014-2015,07,NACOGDOCHES COUNTY,CHIRENO ISD,174901,TRADITIONAL ISD/CSD,Female,180
2014-2015,07,NACOGDOCHES COUNTY,CHIRENO ISD,174901,TRADITIONAL ISD/CSD,Male,193
2014-2015,08,LAMAR COUNTY,CHISUM ISD,139905,TRADITIONAL ISD/CSD,Female,450
2014-2015,08,LAMAR COUNTY,CHISUM ISD,139905,TRADITIONAL ISD/CSD,Male,457
2014-2015,15,TOM GREEN COUNTY,CHRISTOVAL ISD,226901,TRADITIONAL ISD/CSD,Female,244
2014-2015,15,TOM GREEN COUNTY,CHRISTOVAL ISD,226901,TRADITIONAL ISD/CSD,Male,256
2014-2015,14,EASTLAND COUNTY,CISCO ISD,067902,TRADITIONAL ISD/CSD,Female,446
2014-2015,14,EASTLAND COUNTY,CISCO ISD,067902,TRADITIONAL ISD/CSD,Male,430
2014-2015,20,BEXAR COUNTY,CITY CENTER HEALTH CAREERS,015832,OPEN ENROLLMENT CHARTER,Female,63
2014-2015,20,BEXAR COUNTY,CITY CENTER HEALTH CAREERS,015832,OPEN ENROLLMENT CHARTER,Male,48
2014-2015,09,WICHITA COUNTY,CITY VIEW ISD,243906,TRADITIONAL ISD/CSD,Female,496
2014-2015,09,WICHITA COUNTY,CITY VIEW ISD,243906,TRADITIONAL ISD/CSD,Male,547
2014-2015,10,DALLAS COUNTY,CITYSCAPE SCHOOLS,057841,OPEN ENROLLMENT CHARTER,Female,196
2014-2015,10,DALLAS COUNTY,CITYSCAPE SCHOOLS,057841,OPEN ENROLLMENT CHARTER,Male,196
2014-2015,16,DONLEY COUNTY,CLARENDON ISD,065901,TRADITIONAL ISD/CSD,Female,244
2014-2015,16,DONLEY COUNTY,CLARENDON ISD,065901,TRADITIONAL ISD/CSD,Male,237
2014-2015,08,RED RIVER COUNTY,CLARKSVILLE ISD,194904,TRADITIONAL ISD/CSD,Female,300
2014-2015,08,RED RIVER COUNTY,CLARKSVILLE ISD,194904,TRADITIONAL ISD/CSD,Male,313
2014-2015,16,ARMSTRONG COUNTY,CLAUDE ISD,006902,TRADITIONAL ISD/CSD,Female,178
2014-2015,16,ARMSTRONG COUNTY,CLAUDE ISD,006902,TRADITIONAL ISD/CSD,Male,179
2014-2015,04,GALVESTON COUNTY,CLEAR CREEK ISD,084910,TRADITIONAL ISD/CSD,Female,19925
2014-2015,04,GALVESTON COUNTY,CLEAR CREEK ISD,084910,TRADITIONAL ISD/CSD,Male,20887
2014-2015,11,JOHNSON COUNTY,CLEBURNE ISD,126903,TRADITIONAL ISD/CSD,Female,3203
2014-2015,11,JOHNSON COUNTY,CLEBURNE ISD,126903,TRADITIONAL ISD/CSD,Male,3370
2014-2015,04,LIBERTY COUNTY,CLEVELAND ISD,146901,TRADITIONAL ISD/CSD,Female,1838
2014-2015,04,LIBERTY COUNTY,CLEVELAND ISD,146901,TRADITIONAL ISD/CSD,Male,2009
2014-2015,12,BOSQUE COUNTY,CLIFTON ISD,018901,TRADITIONAL ISD/CSD,Female,495
2014-2015,12,BOSQUE COUNTY,CLIFTON ISD,018901,TRADITIONAL ISD/CSD,Male,531
2014-2015,19,EL PASO COUNTY,CLINT ISD,071901,TRADITIONAL ISD/CSD,Female,5806
2014-2015,19,EL PASO COUNTY,CLINT ISD,071901,TRADITIONAL ISD/CSD,Male,5939
2014-2015,14,CALLAHAN COUNTY,CLYDE CISD,030902,TRADITIONAL ISD/CSD,Female,704
2014-2015,14,CALLAHAN COUNTY,CLYDE CISD,030902,TRADITIONAL ISD/CSD,Male,750
2014-2015,18,HOWARD COUNTY,COAHOMA ISD,114902,TRADITIONAL ISD/CSD,Female,452
2014-2015,18,HOWARD COUNTY,COAHOMA ISD,114902,TRADITIONAL ISD/CSD,Male,445
2014-2015,06,SAN JACINTO COUNTY,COLDSPRING-OAKHURST CISD,204901,TRADITIONAL ISD/CSD,Female,663
2014-2015,06,SAN JACINTO COUNTY,COLDSPRING-OAKHURST CISD,204901,TRADITIONAL ISD/CSD,Male,863
2014-2015,15,COLEMAN COUNTY,COLEMAN ISD,042901,TRADITIONAL ISD/CSD,Female,463
2014-2015,15,COLEMAN COUNTY,COLEMAN ISD,042901,TRADITIONAL ISD/CSD,Male,466
2014-2015,06,BRAZOS COUNTY,COLLEGE STATION ISD,021901,TRADITIONAL ISD/CSD,Female,6135
2014-2015,06,BRAZOS COUNTY,COLLEGE STATION ISD,021901,TRADITIONAL ISD/CSD,Male,6399
2014-2015,10,GRAYSON COUNTY,COLLINSVILLE ISD,091902,TRADITIONAL ISD/CSD,Female,255
2014-2015,10,GRAYSON COUNTY,COLLINSVILLE ISD,091902,TRADITIONAL ISD/CSD,Male,280
2014-2015,05,TYLER COUNTY,COLMESNEIL ISD,229901,TRADITIONAL ISD/CSD,Female,202
2014-2015,05,TYLER COUNTY,COLMESNEIL ISD,229901,TRADITIONAL ISD/CSD,Male,203
2014-2015,14,MITCHELL COUNTY,COLORADO ISD,168901,TRADITIONAL ISD/CSD,Female,524
2014-2015,14,MITCHELL COUNTY,COLORADO ISD,168901,TRADITIONAL ISD/CSD,Male,507
2014-2015,04,BRAZORIA COUNTY,COLUMBIA-BRAZORIA ISD,020907,TRADITIONAL ISD/CSD,Female,1500
2014-2015,04,BRAZORIA COUNTY,COLUMBIA-BRAZORIA ISD,020907,TRADITIONAL ISD/CSD,Male,1583
2014-2015,03,COLORADO COUNTY,COLUMBUS ISD,045902,TRADITIONAL ISD/CSD,Female,775
2014-2015,03,COLORADO COUNTY,COLUMBUS ISD,045902,TRADITIONAL ISD/CSD,Male,851
2014-2015,13,COMAL COUNTY,COMAL ISD,046902,TRADITIONAL ISD/CSD,Female,9766
2014-2015,13,COMAL COUNTY,COMAL ISD,046902,TRADITIONAL ISD/CSD,Male,10561
2014-2015,14,COMANCHE COUNTY,COMANCHE ISD,047901,TRADITIONAL ISD/CSD,Female,602
2014-2015,14,COMANCHE COUNTY,COMANCHE ISD,047901,TRADITIONAL ISD/CSD,Male,660
2014-2015,13,KENDALL COUNTY,COMFORT ISD,130902,TRADITIONAL ISD/CSD,Female,548
2014-2015,13,KENDALL COUNTY,COMFORT ISD,130902,TRADITIONAL ISD/CSD,Male,578
2014-2015,10,HUNT COUNTY,COMMERCE ISD,116903,TRADITIONAL ISD/CSD,Female,756
2014-2015,10,HUNT COUNTY,COMMERCE ISD,116903,TRADITIONAL ISD/CSD,Male,798
2014-2015,10,COLLIN COUNTY,COMMUNITY ISD,043918,TRADITIONAL ISD/CSD,Female,877
2014-2015,10,COLLIN COUNTY,COMMUNITY ISD,043918,TRADITIONAL ISD/CSD,Male,953
2014-2015,08,HOPKINS COUNTY,COMO-PICKTON CISD,112908,TRADITIONAL ISD/CSD,Female,372
2014-2015,08,HOPKINS COUNTY,COMO-PICKTON CISD,112908,TRADITIONAL ISD/CSD,Male,410
2014-2015,18,ECTOR COUNTY,COMPASS ACADEMY CHARTER SCHOOL,068802,OPEN ENROLLMENT CHARTER,Female,284
2014-2015,18,ECTOR COUNTY,COMPASS ACADEMY CHARTER SCHOOL,068802,OPEN ENROLLMENT CHARTER,Male,291
2014-2015,04,HARRIS COUNTY,COMQUEST ACADEMY,101842,OPEN ENROLLMENT CHARTER,Female,33
2014-2015,04,HARRIS COUNTY,COMQUEST ACADEMY,101842,OPEN ENROLLMENT CHARTER,Male,27
2014-2015,15,VAL VERDE COUNTY,COMSTOCK ISD,233903,TRADITIONAL ISD/CSD,Female,111
2014-2015,15,VAL VERDE COUNTY,COMSTOCK ISD,233903,TRADITIONAL ISD/CSD,Male,95
2014-2015,12,MCLENNAN COUNTY,CONNALLY ISD,161921,TRADITIONAL ISD/CSD,Female,1127
2014-2015,12,MCLENNAN COUNTY,CONNALLY ISD,161921,TRADITIONAL ISD/CSD,Male,1203
2014-2015,06,MONTGOMERY COUNTY,CONROE ISD,170902,TRADITIONAL ISD/CSD,Female,27480
2014-2015,06,MONTGOMERY COUNTY,CONROE ISD,170902,TRADITIONAL ISD/CSD,Male,28883
2014-2015,12,LIMESTONE COUNTY,COOLIDGE ISD,147901,TRADITIONAL ISD/CSD,Female,156
2014-2015,12,LIMESTONE COUNTY,COOLIDGE ISD,147901,TRADITIONAL ISD/CSD,Male,181
2014-2015,08,DELTA COUNTY,COOPER ISD,060902,TRADITIONAL ISD/CSD,Female,411
2014-2015,08,DELTA COUNTY,COOPER ISD,060902,TRADITIONAL ISD/CSD,Male,397
2014-2015,10,DALLAS COUNTY,COPPELL ISD,057922,TRADITIONAL ISD/CSD,Female,5632
2014-2015,10,DALLAS COUNTY,COPPELL ISD,057922,TRADITIONAL ISD/CSD,Male,5938
2014-2015,12,CORYELL COUNTY,COPPERAS COVE ISD,050910,TRADITIONAL ISD/CSD,Female,3795
2014-2015,12,CORYELL COUNTY,COPPERAS COVE ISD,050910,TRADITIONAL ISD/CSD,Male,4047
2014-2015,02,NUECES COUNTY,CORPUS CHRISTI ISD,178904,TRADITIONAL ISD/CSD,Female,18814
2014-2015,02,NUECES COUNTY,CORPUS CHRISTI ISD,178904,TRADITIONAL ISD/CSD,Male,19958
2014-2015,02,NUECES COUNTY,CORPUS CHRISTI MONTESSORI SCHOOL,178807,OPEN ENROLLMENT CHARTER,Female,85
2014-2015,02,NUECES COUNTY,CORPUS CHRISTI MONTESSORI SCHOOL,178807,OPEN ENROLLMENT CHARTER,Male,78
2014-2015,06,POLK COUNTY,CORRIGAN-CAMDEN ISD,187904,TRADITIONAL ISD/CSD,Female,469
2014-2015,06,POLK COUNTY,CORRIGAN-CAMDEN ISD,187904,TRADITIONAL ISD/CSD,Male,519
